ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
9477,Serine/threonine-protein kinase PLK3,PLK3,,,Q9H4B4,PLK3_HUMAN,4B6L,PLK3,,HGNC:2154,Humans,DB12010
9478,Serine/threonine-protein kinase PLK4,PLK4,,,O00444,PLK4_HUMAN,2N19; 3COK; 4JXF; 4N7V; 4N7Z; 4N9J; 4YUR; 4YYP; 5LHY; 5LHZ; 6N45; 6N46; 6W38; 6W3I; 6W3J; 8XPG,PLK4,,HGNC:11397,Humans,DB12010
9479,Serine/threonine-protein kinase D1,PRKD1,,,Q15139,KPCD1_HUMAN,,PRKD1,,HGNC:9407,Humans,DB12010
9480,cGMP-dependent protein kinase 2,PRKG2,,,Q13237,KGP2_HUMAN,5BV6; 5C6C; 5C8W; 5JIX; 5JIZ; 6BQ8,PRKG2,,HGNC:9416,Humans,DB12010
9481,Serine/threonine-protein kinase PRP4 homolog,PRP4K,,,Q13523,PRP4K_HUMAN,4IAN; 4IFC; 4IIR; 4IJP; 6CNH; 6PJJ; 6PK6; 6QX9; 8H6E; 8H6J; 8QXD; 8R08; 8R0A; 8Y6O,PRP4K,,HGNC:17346,Humans,DB12010
9482,Serine/threonine-protein kinase RIO1,RIOK1,,,Q9BRS2,RIOK1_HUMAN,4OTP; 6G5I; 6V0N; 6ZV6; 6ZXD; 6ZXE; 6ZXF; 6ZXG; 6ZXH; 7BOC,RIOK1,,HGNC:18656,Humans,DB12010
9483,Serine/threonine-protein kinase RIO2,RIOK2,,,Q9BVS4,RIOK2_HUMAN,5DHF; 6FDM; 6FDN; 6FDO; 6G18; 6G51; 6HK6; 7VBT; 7WU0,RIOK2,,HGNC:18999,Humans,DB12010
9484,Serine/threonine-protein kinase RIO3,RIOK3,,,O14730,RIOK3_HUMAN,,RIOK3,,HGNC:11451,Humans,DB12010
9485,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,,,Q13546,RIPK1_HUMAN,4ITH; 4ITI; 4ITJ; 4NEU; 5HX6; 5TX5; 5V7Z; 6AC5; 6C3E; 6C4D; 6HHO; 6NW2; 6NYH; 6OCQ; 6R5F; 6RLN; 7CJB; 7FCZ; 7FD0; 7XMK; 7YDX; 8I2N,RIPK1,,HGNC:10019,Humans,DB12010
9486,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,,,O43353,RIPK2_HUMAN,2N7Z; 2N83; 4C8B; 5AR2; 5AR3; 5AR4; 5AR5; 5AR7; 5AR8; 5J79; 5J7B; 5NG0; 5NG2; 5NG3; 5W5J; 5W5O; 5YRN; 6ES0; 6FU5; 6GFJ; 6GGS; 6HMX; 6RN8; 6RNA; 6S1F; 6SZE; 6SZJ; 6UL8; 7OBS; 7OBT; 8AZA,RIPK2,,HGNC:10020,Humans,DB12010
9487,Receptor-interacting serine/threonine-protein kinase 4,RIPK4,,,P57078,RIPK4_HUMAN,,RIPK4,,HGNC:496,Humans,DB12010
9488,Proto-oncogene tyrosine-protein kinase ROS,ROS1,,,P08922,ROS1_HUMAN,3ZBF; 4UXL; 7Z5W; 7Z5X,ROS1,,HGNC:10261,Humans,DB08865; DB11986; DB12010; DB12130; DB16826
9489,Serine/threonine-protein kinase SBK1,SBK1,,,Q52WX2,SBK1_HUMAN,,SBK1,,HGNC:17699,Humans,DB12010
9490,Uncharacterized serine/threonine-protein kinase SBK3,SBK3,,,P0C264,SBK3_HUMAN,,SBK3,,HGNC:44121,Humans,DB12010
9491,Serine/threonine-protein kinase Sgk3,SGK3,,,Q96BR1,SGK3_HUMAN,6EDX,SGK3,,HGNC:10812,Humans,DB12010
9492,Serine/threonine-protein kinase SIK2,SIK2,,,Q9H0K1,SIK2_HUMAN,,SIK2,,HGNC:21680,Humans,DB12010
9493,SNF-related serine/threonine-protein kinase,SNRK,,,Q9NRH2,SNRK_HUMAN,5YKS,SNRK,,HGNC:30598,Humans,DB12010
9494,Tyrosine-protein kinase Srms,SRMS,,,Q9H3Y6,SRMS_HUMAN,,SRMS,,HGNC:11298,Humans,DB12010
9495,Serine/threonine-protein kinase 10,STK10,,,O94804,STK10_HUMAN,2J7T; 4AOT; 4BC6; 4EQU; 4USD; 4USE; 5AJQ; 5OWQ; 5OWR; 6EIM; 6GTT; 6HXF; 6I2Y; 7QGP,STK10,,HGNC:11388,Humans,DB12010
9496,Serine/threonine-protein kinase 16,STK16,,,O75716,STK16_HUMAN,2BUJ,STK16,,HGNC:11394,Humans,DB12010
9497,Serine/threonine-protein kinase 17A,STK17A,,,Q9UEE5,ST17A_HUMAN,7QUE; 7QUF,STK17A,,HGNC:11395,Humans,DB12010
9498,Serine/threonine-protein kinase 32A,STK32A,,,Q8WU08,ST32A_HUMAN,4FR4,STK32A,,HGNC:28317,Humans,DB12010
9500,Gastrin,GAST,,,P01350,GAST_HUMAN,5WRJ; 7F8V; 7F8W; 7XOW,GAST,,HGNC:4164,Humans,DB12532
9504,Glutamate-gated chloride channel,GluClX,,,Q25634,Q25634_ONCVO,,,,,Onchocerca volvulus,DB11431
9505,30S ribosomal protein S11,rpsK,,,L0LZJ6,L0LZJ6_ENTBF,,,,,Enterobacteriaceae bacterium (strain FGI 57),DB12615
9506,Envelope protein F13,,,,P33815,F13_VAR67,,,,,Variola virus (isolate Human/India/Ind3/1967),DB12020
9508,Histone-lysine N-methyltransferase EZH2,EZH2,,,Q15910,EZH2_HUMAN,4MI0; 4MI5; 5GSA; 5H14; 5H15; 5H17; 5H19; 5H24; 5H25; 5HYN; 5IJ7; 5IJ8; 5LS6; 5U5T; 5U62; 5WG6; 5WUK; 6C23; 6C24; 6LO2; 6P5L; 6U4Y; 6WKR; 7AT8; 7QJG; 7QJU; 7QK4; 8EQV; 8FYH; 9C8U,EZH2,,HGNC:3527,Humans,DB12887
3526,Polyamine deacetylase HDAC10,HDAC10,,AL512711,Q969S8,HDA10_HUMAN,,HDAC10,HDAC10,HGNC:18128,Humans,DB13346
4817,5-hydroxytryptamine receptor 3B,HTR3B,,,O95264,5HT3B_HUMAN,,HTR3B,,HGNC:5298,Humans,DB00898; DB00988
4818,5-hydroxytryptamine receptor 3C,HTR3C,,,Q8WXA8,5HT3C_HUMAN,,HTR3C,,HGNC:24003,Humans,DB00898
4819,5-hydroxytryptamine receptor 3D,HTR3D,,,Q70Z44,5HT3D_HUMAN,,HTR3D,,HGNC:24004,Humans,DB00898
4820,5-hydroxytryptamine receptor 3E,HTR3E,,,A5X5Y0,5HT3E_HUMAN,,HTR3E,,HGNC:24005,Humans,DB00898
4829,Polyprenal reductase,SRD5A3,,,Q9H8P0,SR5A3_HUMAN,,SRD5A3,,HGNC:25812,Humans,DB00548; DB01126; DB01216
4830,Protein kinase C gamma type,PRKCG,,,P05129,KPCG_HUMAN,2E73; 2UZP,PRKCG,,HGNC:9402,Humans,DB06595; DB12010
4840,ATP-sensitive inward rectifier potassium channel 10,KCNJ10,,,P78508,KCJ10_HUMAN,,KCNJ10,,HGNC:6256,Humans,DB00672; DB00839; DB01067; DB01251; DB01382
5024,Voltage-dependent R-type calcium channel subunit alpha-1E,CACNA1E,,,Q15878,CAC1E_HUMAN,3BXL; 7XLQ; 7YG5; 8EPL; 8EPM,CACNA1E,,HGNC:1392,Humans,DB00555
90,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 2N7G; 4HP9; 4HQA; 5VA1; 5VA2; 5VA3; 6SYG; 8IO4; 9CHP; 9CHQ; 9CHR; 9CHS,KCNH2,KCNH2,HGNC:6251,Humans,DB00321; DB00590; DB01118; DB06207
462,Voltage-gated inwardly rectifying potassium channel KCNH6,KCNH6,11878259,AF311913,Q9H252,KCNH6_HUMAN,,KCNH6,KCNH6,HGNC:18862,Humans,DB00321; DB00590; DB01118; DB06207
699,Voltage-gated inwardly rectifying potassium channel KCNH7,KCNH7,4104136,AF032897,Q9NS40,KCNH7_HUMAN,6Y7Q,KCNH7,KCNH7,HGNC:18863,Humans,DB00321; DB00590; DB01118; DB06207
9749,14-3-3 epsilon2 isoform,,,,Q6IX08,Q6IX08_FASHE,,,,,Fasciola hepatica,DB12245
9752,Cathepsin B-like cysteine proteinase,,,,P80529,CYSB_FASHE,,,,,Fasciola hepatica,DB12245
9761,Cathepsin L-like proteinase,Cat-1,,,Q24940,CATLL_FASHE,2O6X,,,,Fasciola hepatica,DB12245
9755,Cathepsin L1,,,,Q09093,CATL1_FASHE,,,,,Fasciola hepatica,DB12245
9758,Cathepsin L2,,,,P80342,CATL2_FASHE,,,,,Fasciola hepatica,DB12245
9764,Enolase,ENO,,,Q27655,ENO_FASHE,,,,,Fasciola hepatica,DB12245
9767,Glutathione S-transferase omega class,,,,K7YNB3,K7YNB3_FASHE,,,,,Fasciola hepatica,DB12245
9770,NADH-ubiquinone oxidoreductase chain 3,ND3,,,Q34522,NU3M_FASHE,,,,,Fasciola hepatica,DB12245
1131,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,567019,L36069,Q14500,KCJ12_HUMAN,,KCNJ12,KCNJ12,HGNC:6258,Humans,DB00243; DB01110; DB04855
4842,ATP-sensitive inward rectifier potassium channel 14,KCNJ14,,,Q9UNX9,KCJ14_HUMAN,,KCNJ14,,HGNC:6260,Humans,DB00243; DB01110; DB04855
9677,Inward rectifier potassium channel 2,KCNJ2,,,P63252,KCNJ2_HUMAN,6SPZ; 7ZDZ,KCNJ2,,HGNC:6263,Humans,DB00243; DB01110; DB04855
5112,Inward rectifier potassium channel 4,KCNJ4,,,P48050,KCNJ4_HUMAN,3GJ9,KCNJ4,,HGNC:6265,Humans,DB00243; DB01110; DB04855
9551,Aquaporin-3,AQP3,,,Q92482,AQP3_HUMAN,,AQP3,,HGNC:636,Humans,DB09020
9557,Sclerostin,SOST,,,Q9BQB4,SOST_HUMAN,2K8P; 3SOV; 6L6R,SOST,,HGNC:13771,Humans,DB11866
923,Mitogen-activated protein kinase 1,MAPK1,182191,M84489,P28482,MK01_HUMAN,1PME; 1TVO; 1WZY; 2OJG; 2OJI; 2OJJ; 2Y9Q; 3D42; 3D44; 3I5Z; 3I60; 3SA0; 3TEI; 3W55; 4FMQ; 4FUX; 4FUY; 4FV0; 4FV1; 4FV2; 4FV3; 4FV4; 4FV5; 4FV6; 4FV7; 4FV8; 4FV9; 4G6N; 4G6O; 4H3P; 4H3Q; 4IZ5; 4IZ7; 4IZA; 4N0S; 4NIF; 4O6E; 4QP1; 4QP2; 4QP3; 4QP4; 4QP6; 4QP7; 4QP8; 4QP9; 4QPA; 4QTA; 4QTE; 4XJ0; 4ZXT; 4ZZM; 4ZZN; 4ZZO; 5AX3; 5BUE; 5BUI; 5BUJ; 5BVD; 5BVE; 5BVF; 5K4I; 5LCJ; 5LCK; 5NGU; 5NHF; 5NHH; 5NHJ; 5NHL; 5NHO; 5NHP; 5NHV; 5V60; 5V61; 5V62; 5WP1; 6D5Y; 6DMG; 6G54; 6G8X; 6G91; 6G92; 6G93; 6G97; 6G9A; 6G9D; 6G9H; 6G9J; 6G9K; 6G9M; 6G9N; 6GDM; 6GDQ; 6GE0; 6GJB; 6GJD; 6NBS; 6OPG; 6OPH; 6OPI; 6Q7K; 6Q7S; 6Q7T; 6QA1; 6QA3; 6QA4; 6QAG; 6QAH; 6QAL; 6QAQ; 6QAW; 6RQ4; 6SLG; 7AUV; 7E73; 7E75; 7NQQ; 7NQW; 7NR3; 7NR5; 7NR8; 7NR9; 7OPM; 7W5O; 7X4U; 7XC1; 8AO2; 8AO3; 8AO4; 8AO5; 8AO6; 8AO7; 8AO8; 8AO9; 8AOA; 8AOB; 8AOC; 8AOD; 8AOE; 8AOF; 8AOG; 8AOH; 8AOI; 8AOJ; 8PSR; 8PST; 8PSW; 8PSY; 8PT0; 8PT1; 8PT3; 8PT5; 8U8J; 8U8K; 8ZJV,MAPK1,MAPK1,HGNC:6871,Humans,DB00945
9429,Mitogen-activated protein kinase 15,MAPK15,,,Q8TD08,MK15_HUMAN,,MAPK15,,HGNC:24667,Humans,DB00945
1062,Mitogen-activated protein kinase 3,MAPK3,31221,X60188,P27361,MK03_HUMAN,2ZOQ; 4QTB; 6GES,MAPK3,MAPK3,HGNC:6877,Humans,DB00945
9430,Mitogen-activated protein kinase 4,MAPK4,,,P31152,MK04_HUMAN,,MAPK4,,HGNC:6878,Humans,DB00945
9722,Mitogen-activated protein kinase 6,MAPK6,,,Q16659,MK06_HUMAN,6YKY; 6YLC; 6YLL; 7AQB,MAPK6,,HGNC:6879,Humans,DB00945
9431,Mitogen-activated protein kinase 7,MAPK7,,,Q13164,MK07_HUMAN,2Q8Y; 4B99; 4IC7; 4IC8; 4ZSG; 4ZSJ; 4ZSL; 5BYY; 5BYZ; 5O7I; 6HKM; 6HKN; 7PUS,MAPK7,,HGNC:6880,Humans,DB00945
538,Fibrinogen alpha chain,FGA,13591824,AF361104,P02671,FIBA_HUMAN,1BBR; 1DM4; 1FPH; 1FZA; 1FZB; 1FZC; 1FZD; 1FZE; 1FZF; 1FZG; 1LT9; 1LTJ; 1N86; 1N8E; 1RE3; 1RE4; 1RF0; 1RF1; 1YCP; 2A45; 2FFD; 2H43; 2HLO; 2HOD; 2HPC; 2OYH; 2OYI; 2Q9I; 2XNX; 2XNY; 2Z4E; 3AT0; 3BVH; 3E1I; 3GHG; 3H32; 3HUS; 4F27; 5CFA,FGA,FGA,HGNC:3661,Humans,DB00364
2091,Fibrinogen beta chain,FGB,182430,J00129,P02675,FIBB_HUMAN,1FZA; 1FZB; 1FZC; 1FZE; 1FZF; 1FZG; 1LT9; 1LTJ; 1N86; 1N8E; 1RE3; 1RE4; 1RF0; 1RF1; 2A45; 2FFD; 2H43; 2HLO; 2HOD; 2HPC; 2OYH; 2OYI; 2Q9I; 2XNX; 2XNY; 2Z4E; 3BVH; 3E1I; 3GHG; 3H32; 3HUS; 6ATZ; 6BIJ; 6BIL; 6V0Y; 6V13; 6V15; 6V18; 6V19; 6V1A,FGB,FGB,HGNC:3662,Humans,DB00364
2092,Fibrinogen gamma chain,FGG,182439,M10014,P02679,FIBG_HUMAN,1DUG; 1FIB; 1FIC; 1FID; 1FZA; 1FZB; 1FZC; 1FZE; 1FZF; 1FZG; 1LT9; 1LTJ; 1N86; 1N8E; 1RE3; 1RE4; 1RF0; 1RF1; 2A45; 2FFD; 2FIB; 2H43; 2HLO; 2HOD; 2HPC; 2HWL; 2OYH; 2OYI; 2Q9I; 2VDO; 2VDP; 2VDQ; 2VDR; 2VR3; 2XNX; 2XNY; 2Y7L; 2Z4E; 3BVH; 3E1I; 3FIB; 3GHG; 3H32; 3HUS; 4B60,FGG,FGG,HGNC:3694,Humans,DB00364
9583,Reverse transcriptase,rt,,,Q3MS49,Q3MS49_HBV,,,,,HBV,DB09299
9586,DNA polymerase,,,,I6TLU5,I6TLU5_HHV21,,,,,Human herpesvirus 2 (strain 186),DB09299
9589,Endothelial PAS domain-containing protein 1,EPAS1,,,Q99814,EPAS1_HUMAN,1P97; 2A24; 3F1N; 3F1O; 3F1P; 3H7W; 3H82; 4GHI; 4GS9; 4PKY; 4XT2; 5KIZ; 5TBM; 5UFP; 6BVB; 6CZW; 6D09; 6D0B; 6D0C; 6I7Q; 6I7R; 6X21; 6X28; 6X2H; 6X37; 6X3D; 7Q5V; 7Q5X; 7UJV; 8CK3; 8CK4; 8CK8; 8Q5S; 8Q64; 8Q6D; 8Q6E,EPAS1,,HGNC:3374,Humans,DB12255; DB15463
9598,B-cell antigen receptor complex-associated protein beta chain,CD79B,,,P40259,CD79B_HUMAN,3KG5; 7WSO; 7WSP; 7XQ8; 7XT6,CD79B,,HGNC:1699,Humans,DB12240
9601,Beta-lactamase Ohio-1,,,,P18251,BLA1_ENTCL,,,,,Enterobacter cloacae,DB01606
9604,Melanocortin receptor 4,MC4R,,,P32245,MC4R_HUMAN,6W25; 7AUE; 7F53; 7F54; 7F55; 7F58; 7PIU; 7PIV; 8WKY; 8WKZ,MC4R,,HGNC:6932,Humans,DB04931; DB06800; DB11653; DB11700
9607,Melanocortin receptor 3,MC3R,,,P41968,MC3R_HUMAN,8IOC,MC3R,,HGNC:6931,Humans,DB11653
9610,Melanocortin receptor 5,MC5R,,,P33032,MC5R_HUMAN,8INR; 8IOD,MC5R,,HGNC:6933,Humans,DB11653
9631,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCK2,,,Q16822,PCKGM_HUMAN,,PCK2,,HGNC:8725,Humans,DB06757
906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",PCK1,189945,L05144,P35558,PCKGC_HUMAN,1KHB; 1KHE; 1KHF; 1KHG; 1M51; 1NHX; 2GMV,PCK1,PCK1,HGNC:8724,Humans,DB06757
2231,Adenylosuccinate synthetase isozyme 1,ADSS1,21303413,AY037159,Q8N142,PURA1_HUMAN,,ADSS1,ADSSL1,HGNC:20093,Humans,DB00128
2228,Adenylosuccinate synthetase isozyme 2,ADSS2,415849,X66503,P30520,PURA2_HUMAN,2V40,ADSS2,ADSS,HGNC:292,Humans,DB00128
9643,Exportin-1,XPO1,,,O14980,XPO1_HUMAN,1W9C; 2L1L; 3GB8; 4BSM; 4BSN; 5DIS; 6TVO; 7B51,XPO1,,HGNC:12825,Humans,DB11942
9650,Phosphodiesterase isozyme 4,PDE4,,,Q86V67,Q86V67_HUMAN,,,,,Humans,DB05676
9677,Inward rectifier potassium channel 2,KCNJ2,,,P63252,KCNJ2_HUMAN,6SPZ; 7ZDZ,KCNJ2,,HGNC:6263,Humans,DB01136
9683,Nucleoid-associated protein Lsr2,lsr2,,,P9WIP7,LSR2_MYCTU,2KNG; 4E1P; 4E1R,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),DB05154
9686,Uncharacterized MFS-type transporter EfpA,efpA,,,P9WJY5,EFPA_MYCTU,,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),DB05154
9713,ABC transporter ATP-binding protein,cydC,,,A0A0T9AZ62,A0A0T9AZ62_MYCTX,,,,,Mycobacterium tuberculosis,DB05154
9704,Cyd operon protein YbgE,,,,A0A1K3GRG2,A0A1K3GRG2_MYCTX,,,,,Mycobacterium tuberculosis,DB05154
9707,Cytochrome D ubiquinol oxidase subunit I,cydA,,,A0A045KKX4,A0A045KKX4_MYCTX,,,,,Mycobacterium tuberculosis,DB05154
9710,Cytochrome D Ubiquinol oxidase subunit II,cydB,,,A0A045ISQ8,A0A045ISQ8_MYCTX,,,,,Mycobacterium tuberculosis,DB05154
9698,50S ribosomal protein L22,rplV,,,P61182,RL22_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB12825
9743,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,tlyA,,,P9WJ63,TLYA_MYCTU,5KS2; 5KYG,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),DB00314; DB06827
9773,Polymerase acidic protein,PA,,,P03433,PA_I34A1,2ZNL; 4YYL; 4ZHZ; 4ZI0; 4ZQQ; 5FDD; 5FDG; 5I13; 5JHT; 5JHV,,,,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),DB13997
9779,Pepsin A-5,PGA5,,,P0DJD9,PEPA5_HUMAN,,PGA5,,HGNC:8887,Humans,DB00364
141,Sodium channel protein type 1 subunit alpha,SCN1A,12642270,AF225985,P35498,SCN1A_HUMAN,7DTD,SCN1A,SCN1A,HGNC:10585,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
177,Sodium channel protein type 10 subunit alpha,SCN10A,4838145,AF117907,Q9Y5Y9,SCNAA_HUMAN,7WE4; 7WEL; 7WFR; 7WFW,SCN10A,SCN10A,HGNC:10582,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
192,Sodium channel protein type 11 subunit alpha,SCN11A,6572950,AF188679,Q9UI33,SCNBA_HUMAN,,SCN11A,SCN11A,HGNC:10583,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2081,Sodium channel protein type 2 subunit alpha,SCN2A,457879,M94055,Q99250,SCN2A_HUMAN,2KAV; 4JPZ; 4RLY; 6BUT; 6J8E,SCN2A,SCN2A,HGNC:10588,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2082,Sodium channel protein type 3 subunit alpha,SCN3A,7414320,AJ251507,Q9NY46,SCN3A_HUMAN,7W77; 7W7F,SCN3A,SCN3A,HGNC:10590,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2083,Sodium channel protein type 4 subunit alpha,SCN4A,338213,M81758,P35499,SCN4A_HUMAN,6AGF; 6MBA; 6MC9,SCN4A,SCN4A,HGNC:10591,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
197,Sodium channel protein type 5 subunit alpha,SCN5A,184039,M77235,Q14524,SCN5A_HUMAN,2KBI; 2L53; 4DCK; 4DJC; 4JQ0; 4OVN; 5DBR; 6LQA; 6MUD; 7DTC; 7L83,SCN5A,SCN5A,HGNC:10593,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
4833,Sodium channel protein type 7 subunit alpha,SCN7A,,,Q01118,SCN7A_HUMAN,7TJ8; 7TJ9,SCN7A,,HGNC:10594,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
2084,Sodium channel protein type 8 subunit alpha,SCN8A,4321647,AF050736,Q9UQD0,SCN8A_HUMAN,8FHD; 8GZ1; 8GZ2,SCN8A,SCN8A,HGNC:10596,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
1143,Sodium channel protein type 9 subunit alpha,SCN9A,758110,X82835,Q15858,SCN9A_HUMAN,5EK0; 6J8G; 6J8H; 6J8I; 6J8J; 6N4Q; 6N4R; 6NT3; 6NT4; 6VXO; 6W6O; 7K48; 7W9K; 7W9L; 7W9M; 7W9P; 7W9T; 7XM9; 7XMF; 7XMG; 7XVE; 7XVF; 8F0P; 8F0Q; 8F0R; 8F0S; 8G1A; 8I5B; 8I5G; 8I5X; 8I5Y; 8J4F; 8S9B; 8S9C; 8THG; 8THH; 8XMM; 8XMN; 8XMO,SCN9A,SCN9A,HGNC:10597,Humans,DB00273; DB00555; DB00564; DB01069; DB01161; DB06119; DB09009; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
430,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,,M92270,Q13936,CAC1C_HUMAN,1T0J; 2BE6; 2F3Y; 2F3Z; 2LQC; 3G43; 3OXQ; 5V2P; 5V2Q; 6C0A; 6DAD; 6DAE; 6DAF; 6U39; 6U3A; 6U3B; 6U3D; 7L8V; 8EOG; 8EOI; 8FD7; 8FHS; 8WE6; 8WE7; 8WE8; 8WE9; 8WEA,CACNA1C,CACNA1C,HGNC:1390,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,3LV3; 7UHF; 7UHG; 8E59; 8E5A; 8E5B,CACNA1D,CACNA1D,HGNC:1391,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,,CACNA1F,CACNA1F,HGNC:1393,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,2VAY; 6B27,CACNA1S,CACNA1S,HGNC:1397,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
303,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,179806,M92303,Q02641,CACB1_HUMAN,7VFS; 7VFU; 7VFV; 7VFW; 7XLQ; 7YG5,CACNB1,CACNB1,HGNC:1401,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,8HLP; 8HMA; 8HMB,CACNB2,CACNB2,HGNC:1402,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,7MIX; 7MIY; 7UHF; 7UHG; 8E59; 8E5A; 8E5B; 8EPL; 8FHS; 8WE6; 8WE7; 8WE8; 8WE9; 8X90; 8X91; 8X93,CACNB3,CACNB3,HGNC:1403,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,2D46,CACNB4,CACNB4,HGNC:1404,Humans,DB00243; DB00273; DB01110; DB01118; DB06712; DB13961
9782,Importin subunit alpha,,,,Q8IAW0,Q8IAW0_PLAF7,,,,,Plasmodium falciparum (isolate 3D7),DB11638
9788,Phosphoribosylpyrophosphate synthetase,,,,Q8IE67,Q8IE67_PLAF7,,,,,Plasmodium falciparum (isolate 3D7),DB11638
9797,Matrix metalloproteinase-25,MMP25,,,Q9NPA2,MMP25_HUMAN,,MMP25,,HGNC:14246,Humans,DB01039; DB13873
9800,60 kDa lysophospholipase,ASPG,,,Q86U10,LPP60_HUMAN,,ASPG,,HGNC:20123,Humans,DB00721
9803,Probable fatty acid synthase Fas (Fatty acid synthetase),fas,,,P95029,P95029_MYCTU,,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),DB00339; DB05154
9818,Beta-lactamase,MIR-1,,,Q9X757,Q9X757_KLEPN,,,,,Klebsiella pneumoniae,DB12107
9821,Beta-lactamase,blaSHV,,,A0A068JFB7,A0A068JFB7_ECOLX,,,,,Escherichia coli,DB12107
9824,Beta-lactamase,KPC-2,,,Q93LQ9,Q93LQ9_KLEPN,,,,,Klebsiella pneumoniae,DB12107; DB12377
9827,Transient receptor potential cation channel subfamily M member 4,TRPM4,,,Q8TD43,TRPM4_HUMAN,5WP6; 6BQR; 6BQV; 6BWI; 9B8W; 9B8X; 9B8Y; 9B8Z; 9B90; 9B91; 9B92; 9B93; 9B94,TRPM4,,HGNC:17993,Humans,DB01016
9839,Glycoprotein,G,,,P08667,GLYCO_RABVP,,,,,Rabies virus (strain Pasteur vaccins / PV),DB11603
9836,Large structural protein,L,,,P11213,L_RABVP,,,,,Rabies virus (strain Pasteur vaccins / PV),DB11603
9842,Matrix protein,M,,,P08671,MATRX_RABVP,,,,,Rabies virus (strain Pasteur vaccins / PV),DB11603
9833,Nucleoprotein,N,,,P06025,NCAP_RABVP,,,,,Rabies virus (strain Pasteur vaccins / PV),DB11603
9830,Phosphoprotein,P,,,P06747,PHOSP_RABVP,3OA1,,,,Rabies virus (strain Pasteur vaccins / PV),DB11603
9845,Sodium/hydrogen exchanger 3,SLC9A3,,,P48764,SL9A3_HUMAN,7X2U,SLC9A3,,HGNC:11073,Humans,DB11761
